id,creator_id,modifier_id,created,modified,polymorphic_ctype_id,project_id,status,pdf
323,100000,100000,2014-06-05 20:29:43.526000+10:00,2015-06-10 11:49:34.745372+10:00,24,77,approved,
324,100000,100000,2014-06-05 20:29:43.544000+10:00,2015-06-10 11:49:34.763887+10:00,24,78,approved,
325,100000,100000,2014-06-05 20:29:43.568000+10:00,2015-06-10 11:49:34.792639+10:00,24,79,approved,
327,100000,100000,2014-06-05 20:29:43.606000+10:00,2015-06-10 11:49:34.849085+10:00,24,81,approved,
328,100000,100000,2014-06-05 20:29:43.623000+10:00,2015-06-10 11:49:34.875205+10:00,24,82,approved,
329,100000,100000,2014-06-05 20:29:43.640000+10:00,2015-06-10 11:49:34.914814+10:00,24,83,approved,
330,100000,100000,2014-06-05 20:29:43.657000+10:00,2015-06-10 11:49:34.934834+10:00,24,84,approved,
331,100000,100000,2014-06-05 20:29:43.686000+10:00,2015-06-10 11:49:34.961019+10:00,24,85,approved,
332,100000,100000,2014-06-05 20:29:43.703000+10:00,2015-06-10 11:49:34.984536+10:00,24,86,approved,
3593,100934,100934,2023-10-10 13:45:36.680141+11:00,2023-10-10 13:45:36.691248+11:00,21,158,new,
334,100000,100000,2014-06-05 20:29:43.742000+10:00,2015-06-10 11:49:35.036045+10:00,24,88,approved,
335,100000,100000,2014-06-05 20:29:43.775000+10:00,2015-06-10 11:49:35.051854+10:00,24,89,approved,
336,100000,100000,2014-06-05 20:29:43.798000+10:00,2015-06-10 11:49:35.071492+10:00,24,90,approved,
338,100000,100000,2014-06-05 20:29:43.837000+10:00,2015-06-10 11:49:35.108327+10:00,24,92,approved,
339,100000,100000,2014-06-05 20:29:43.854000+10:00,2015-06-10 11:49:35.123861+10:00,24,93,approved,
340,100000,100000,2014-06-05 20:29:43.874000+10:00,2015-06-10 11:49:35.138442+10:00,24,94,approved,
341,100000,100000,2014-06-05 20:29:43.892000+10:00,2015-06-10 11:49:35.166374+10:00,24,95,approved,
342,100000,100000,2014-06-05 20:29:43.909000+10:00,2015-06-10 11:49:35.188413+10:00,24,96,approved,
343,100000,100000,2014-06-05 20:29:43.934000+10:00,2015-06-10 11:49:35.225190+10:00,24,97,approved,
440,100000,93,2014-06-05 20:29:45.871000+10:00,2015-07-14 17:30:57.251843+10:00,24,194,new,
390,100000,1,2014-06-05 20:29:44.902000+10:00,2016-05-10 15:23:04.427700+10:00,24,144,approved,
1484,1,100000,2015-06-26 16:38:48.473736+10:00,2016-02-09 11:50:01.513703+11:00,19,452,approved,
1492,4,100000,2015-07-15 14:14:19.990124+10:00,2016-02-09 11:52:57.016305+11:00,20,472,approved,
1507,100000,10,2015-08-03 12:29:02.861323+10:00,2016-06-17 17:50:24.889294+10:00,21,88,approved,
345,100000,100000,2014-06-05 20:29:43.971000+10:00,2015-06-10 11:49:35.262981+10:00,24,99,approved,
346,100000,100000,2014-06-05 20:29:43.987000+10:00,2015-06-10 11:49:35.278062+10:00,24,100,approved,
347,100000,100000,2014-06-05 20:29:44.004000+10:00,2015-06-10 11:49:35.296156+10:00,24,101,approved,
348,100000,100000,2014-06-05 20:29:44.025000+10:00,2015-06-10 11:49:35.312923+10:00,24,102,approved,
349,100000,100000,2014-06-05 20:29:44.042000+10:00,2015-06-10 11:49:35.327719+10:00,24,103,approved,
350,100000,100000,2014-06-05 20:29:44.058000+10:00,2015-06-10 11:49:35.342568+10:00,24,104,approved,
352,100000,100000,2014-06-05 20:29:44.098000+10:00,2015-06-10 11:49:35.385615+10:00,24,106,approved,
353,100000,100000,2014-06-05 20:29:44.117000+10:00,2015-06-10 11:49:35.406745+10:00,24,107,approved,
354,100000,100000,2014-06-05 20:29:44.137000+10:00,2015-06-10 11:49:35.425814+10:00,24,108,approved,
355,100000,100000,2014-06-05 20:29:44.154000+10:00,2015-06-10 11:49:35.447577+10:00,24,109,approved,
356,100000,100000,2014-06-05 20:29:44.171000+10:00,2015-06-10 11:49:35.471837+10:00,24,110,approved,
1795,10,1,2017-04-12 14:45:42.017145+10:00,2020-10-30 13:52:49.563081+11:00,22,482,new,documents/2015-22/Project Plan SP 2015-022.pdf
365,100000,100000,2014-06-05 20:29:44.338000+10:00,2015-06-10 11:49:35.633378+10:00,24,119,approved,
366,100000,100000,2014-06-05 20:29:44.358000+10:00,2015-06-10 11:49:35.656325+10:00,24,120,approved,
367,100000,100000,2014-06-05 20:29:44.380000+10:00,2015-06-10 11:49:35.685928+10:00,24,121,approved,
368,100000,100000,2014-06-05 20:29:44.400000+10:00,2015-06-10 11:49:35.706442+10:00,24,122,approved,
369,100000,100000,2014-06-05 20:29:44.423000+10:00,2015-06-10 11:49:35.739776+10:00,24,123,approved,
370,100000,100000,2014-06-05 20:29:44.448000+10:00,2015-06-10 11:49:35.762589+10:00,24,124,approved,
371,100000,100000,2014-06-05 20:29:44.467000+10:00,2015-06-10 11:49:35.792064+10:00,24,125,approved,
372,100000,100000,2014-06-05 20:29:44.485000+10:00,2015-06-10 11:49:35.813912+10:00,24,126,approved,
373,100000,100000,2014-06-05 20:29:44.505000+10:00,2015-06-10 11:49:35.831934+10:00,24,127,approved,
374,100000,100000,2014-06-05 20:29:44.526000+10:00,2015-06-10 11:49:35.848040+10:00,24,128,approved,
375,100000,100000,2014-06-05 20:29:44.546000+10:00,2015-06-10 11:49:35.868035+10:00,24,129,approved,
376,100000,100000,2014-06-05 20:29:44.563000+10:00,2015-06-10 11:49:35.897227+10:00,24,130,approved,
377,100000,100000,2014-06-05 20:29:44.581000+10:00,2015-06-10 11:49:35.918978+10:00,24,131,approved,
378,100000,100000,2014-06-05 20:29:44.599000+10:00,2015-06-10 11:49:35.940658+10:00,24,132,approved,
379,100000,100000,2014-06-05 20:29:44.617000+10:00,2015-06-10 11:49:35.961063+10:00,24,133,approved,
380,100000,100000,2014-06-05 20:29:44.636000+10:00,2015-06-10 11:49:36.010564+10:00,24,134,approved,
381,100000,100000,2014-06-05 20:29:44.654000+10:00,2015-06-10 11:49:36.033165+10:00,24,135,approved,
382,100000,100000,2014-06-05 20:29:44.677000+10:00,2015-06-10 11:49:36.055206+10:00,24,136,approved,
384,100000,100000,2014-06-05 20:29:44.718000+10:00,2015-06-10 11:49:36.102388+10:00,24,138,approved,
385,100000,100000,2014-06-05 20:29:44.738000+10:00,2015-06-10 11:49:36.122707+10:00,24,139,approved,
386,100000,100000,2014-06-05 20:29:44.767000+10:00,2015-06-10 11:49:36.143220+10:00,24,140,approved,
387,100000,100000,2014-06-05 20:29:44.796000+10:00,2015-06-10 11:49:36.167881+10:00,24,141,approved,
388,100000,100000,2014-06-05 20:29:44.815000+10:00,2015-06-10 11:49:36.188785+10:00,24,142,approved,
389,100000,100000,2014-06-05 20:29:44.880000+10:00,2015-06-10 11:49:36.211154+10:00,24,143,approved,
391,100000,100000,2014-06-05 20:29:44.923000+10:00,2015-06-10 11:49:36.255301+10:00,24,145,approved,
392,100000,100000,2014-06-05 20:29:44.942000+10:00,2015-06-10 11:49:36.279933+10:00,24,146,approved,
393,100000,100000,2014-06-05 20:29:44.964000+10:00,2015-06-10 11:49:36.303529+10:00,24,147,approved,
394,100000,100000,2014-06-05 20:29:44.982000+10:00,2015-06-10 11:49:36.325941+10:00,24,148,approved,
395,100000,100000,2014-06-05 20:29:44.999000+10:00,2015-06-10 11:49:36.348208+10:00,24,149,approved,
396,100000,100000,2014-06-05 20:29:45.019000+10:00,2015-06-10 11:49:36.365425+10:00,24,150,approved,
398,100000,100000,2014-06-05 20:29:45.054000+10:00,2015-06-10 11:49:36.418439+10:00,24,152,approved,
399,100000,100000,2014-06-05 20:29:45.070000+10:00,2015-06-10 11:49:36.436591+10:00,24,153,approved,
400,100000,100000,2014-06-05 20:29:45.086000+10:00,2015-06-10 11:49:36.457269+10:00,24,154,approved,
401,100000,100000,2014-06-05 20:29:45.102000+10:00,2015-06-10 11:49:36.481368+10:00,24,155,approved,
402,100000,100000,2014-06-05 20:29:45.127000+10:00,2015-06-10 11:49:36.508311+10:00,24,156,approved,
403,100000,100000,2014-06-05 20:29:45.145000+10:00,2015-06-10 11:49:36.528512+10:00,24,157,approved,
404,100000,100000,2014-06-05 20:29:45.164000+10:00,2015-06-10 11:49:36.545620+10:00,24,158,approved,
405,100000,100000,2014-06-05 20:29:45.182000+10:00,2015-06-10 11:49:36.563330+10:00,24,159,approved,
406,100000,100000,2014-06-05 20:29:45.199000+10:00,2015-06-10 11:49:36.581101+10:00,24,160,approved,
407,100000,100000,2014-06-05 20:29:45.216000+10:00,2015-06-10 11:49:36.598786+10:00,24,161,approved,
408,100000,100000,2014-06-05 20:29:45.238000+10:00,2015-06-10 11:49:36.617471+10:00,24,162,approved,
409,100000,100000,2014-06-05 20:29:45.260000+10:00,2015-06-10 11:49:36.639818+10:00,24,163,approved,
410,100000,100000,2014-06-05 20:29:45.282000+10:00,2015-06-10 11:49:36.658194+10:00,24,164,approved,
411,100000,100000,2014-06-05 20:29:45.300000+10:00,2015-06-10 11:49:36.691122+10:00,24,165,approved,
412,100000,100000,2014-06-05 20:29:45.319000+10:00,2015-06-10 11:49:36.706688+10:00,24,166,approved,
413,100000,100000,2014-06-05 20:29:45.338000+10:00,2015-06-10 11:49:36.729062+10:00,24,167,approved,
414,100000,100000,2014-06-05 20:29:45.361000+10:00,2015-06-10 11:49:36.765366+10:00,24,168,approved,
415,100000,100000,2014-06-05 20:29:45.384000+10:00,2015-06-10 11:49:36.780973+10:00,24,169,approved,
416,100000,100000,2014-06-05 20:29:45.407000+10:00,2015-06-10 11:49:36.799221+10:00,24,170,approved,
417,100000,100000,2014-06-05 20:29:45.434000+10:00,2015-06-10 11:49:36.829207+10:00,24,171,new,
418,100000,100000,2014-06-05 20:29:45.454000+10:00,2015-06-10 11:49:36.844670+10:00,24,172,new,
419,100000,100000,2014-06-05 20:29:45.474000+10:00,2015-06-10 11:49:36.861264+10:00,24,173,approved,
420,100000,100000,2014-06-05 20:29:45.491000+10:00,2015-06-10 11:49:36.891006+10:00,24,174,approved,
421,100000,100000,2014-06-05 20:29:45.507000+10:00,2015-06-10 11:49:36.912220+10:00,24,175,approved,
422,100000,100000,2014-06-05 20:29:45.527000+10:00,2015-06-10 11:49:36.960261+10:00,24,176,approved,
423,100000,100000,2014-06-05 20:29:45.549000+10:00,2015-06-10 11:49:36.982244+10:00,24,177,approved,
424,100000,100000,2014-06-05 20:29:45.572000+10:00,2015-06-10 11:49:37.010564+10:00,24,178,approved,
425,100000,100000,2014-06-05 20:29:45.588000+10:00,2015-06-10 11:49:37.029714+10:00,24,179,approved,
426,100000,100000,2014-06-05 20:29:45.603000+10:00,2015-06-10 11:49:37.049856+10:00,24,180,approved,
427,100000,100000,2014-06-05 20:29:45.620000+10:00,2015-06-10 11:49:37.073825+10:00,24,181,approved,
428,100000,100000,2014-06-05 20:29:45.636000+10:00,2015-06-10 11:49:37.091281+10:00,24,182,approved,
429,100000,100000,2014-06-05 20:29:45.654000+10:00,2015-06-10 11:49:37.108640+10:00,24,183,approved,
430,100000,100000,2014-06-05 20:29:45.672000+10:00,2015-06-10 11:49:37.123713+10:00,24,184,approved,
431,100000,100000,2014-06-05 20:29:45.688000+10:00,2015-06-10 11:49:37.138590+10:00,24,185,new,
432,100000,100000,2014-06-05 20:29:45.705000+10:00,2015-06-10 11:49:37.155806+10:00,24,186,approved,
1950,6,6,2017-07-03 20:59:42.073958+10:00,2017-10-09 15:31:48.499722+11:00,20,603,approved,
434,100000,100000,2014-06-05 20:29:45.745000+10:00,2015-06-10 11:49:37.201888+10:00,24,188,approved,
435,100000,100000,2014-06-05 20:29:45.772000+10:00,2015-06-10 11:49:37.229989+10:00,24,189,approved,
436,100000,100000,2014-06-05 20:29:45.798000+10:00,2015-06-10 11:49:37.248211+10:00,24,190,approved,
439,100000,100000,2014-06-05 20:29:45.850000+10:00,2015-06-10 11:49:37.309983+10:00,24,193,approved,
534,100000,24,2014-06-05 20:29:47.710000+10:00,2016-06-14 17:29:04.034557+10:00,24,322,approved,
1762,1,10,2016-06-17 18:05:53.187442+10:00,2016-08-24 17:10:34.398551+10:00,20,501,approved,
442,100000,100000,2014-06-05 20:29:45.911000+10:00,2015-06-10 11:49:37.367938+10:00,24,196,approved,
444,100000,100000,2014-06-05 20:29:45.954000+10:00,2015-06-10 11:49:37.418458+10:00,24,198,approved,
445,100000,100000,2014-06-05 20:29:45.970000+10:00,2015-06-10 11:49:37.440596+10:00,24,199,approved,
446,100000,100000,2014-06-05 20:29:45.987000+10:00,2015-06-10 11:49:37.455836+10:00,24,200,approved,
447,100000,100000,2014-06-05 20:29:46.012000+10:00,2015-06-10 11:49:37.471608+10:00,24,201,approved,
448,100000,100000,2014-06-05 20:29:46.034000+10:00,2015-06-10 11:49:37.488153+10:00,24,202,approved,
450,100000,100000,2014-06-05 20:29:46.077000+10:00,2015-06-10 11:49:37.518505+10:00,24,204,approved,
451,100000,100000,2014-06-05 20:29:46.097000+10:00,2015-06-10 11:49:37.533503+10:00,24,205,approved,
452,100000,100000,2014-06-05 20:29:46.118000+10:00,2015-06-10 11:49:37.548670+10:00,24,206,approved,
453,100000,100000,2014-06-05 20:29:46.139000+10:00,2015-06-10 11:49:37.564010+10:00,24,207,approved,
454,100000,100000,2014-06-05 20:29:46.163000+10:00,2015-06-10 11:49:37.579223+10:00,24,208,approved,
455,100000,100000,2014-06-05 20:29:46.184000+10:00,2015-06-10 11:49:37.594839+10:00,24,209,approved,
456,100000,100000,2014-06-05 20:29:46.204000+10:00,2015-06-10 11:49:37.609746+10:00,24,210,approved,
457,100000,100000,2014-06-05 20:29:46.228000+10:00,2015-06-10 11:49:37.628099+10:00,24,211,approved,
458,100000,100000,2014-06-05 20:29:46.250000+10:00,2015-06-10 11:49:37.643255+10:00,24,212,approved,
459,100000,100000,2014-06-05 20:29:46.272000+10:00,2015-06-10 11:49:37.658362+10:00,24,213,approved,
460,100000,100000,2014-06-05 20:29:46.302000+10:00,2015-06-10 11:49:37.674039+10:00,24,214,approved,
461,100000,100000,2014-06-05 20:29:46.325000+10:00,2015-06-10 11:49:37.689296+10:00,24,215,approved,
462,100000,100000,2014-06-05 20:29:46.345000+10:00,2015-06-10 11:49:37.704383+10:00,24,216,approved,
463,100000,100000,2014-06-05 20:29:46.363000+10:00,2015-06-10 11:49:37.719429+10:00,24,217,approved,
464,100000,100000,2014-06-05 20:29:46.383000+10:00,2015-06-10 11:49:37.734941+10:00,24,218,approved,
465,100000,100000,2014-06-05 20:29:46.401000+10:00,2015-06-10 11:49:37.750478+10:00,24,219,approved,
466,100000,100000,2014-06-05 20:29:46.420000+10:00,2015-06-10 11:49:37.765787+10:00,24,220,approved,
467,100000,100000,2014-06-05 20:29:46.439000+10:00,2015-06-10 11:49:37.780751+10:00,24,221,approved,
468,100000,100000,2014-06-05 20:29:46.456000+10:00,2015-06-10 11:49:37.796917+10:00,24,222,approved,
469,100000,100000,2014-06-05 20:29:46.473000+10:00,2015-06-10 11:49:37.812165+10:00,24,223,approved,
471,100000,100000,2014-06-05 20:29:46.507000+10:00,2015-06-10 11:49:37.842750+10:00,24,225,approved,
472,100000,100000,2014-06-05 20:29:46.524000+10:00,2015-06-10 11:49:37.857874+10:00,24,226,approved,
473,100000,100000,2014-06-05 20:29:46.541000+10:00,2015-06-10 11:49:37.874445+10:00,24,227,approved,
474,100000,100000,2014-06-05 20:29:46.558000+10:00,2015-06-10 11:49:37.889294+10:00,24,228,approved,
475,100000,100000,2014-06-05 20:29:46.575000+10:00,2015-06-10 11:49:37.903959+10:00,24,229,approved,
476,100000,100000,2014-06-05 20:29:46.597000+10:00,2015-06-10 11:49:37.922058+10:00,24,230,approved,
477,100000,100000,2014-06-05 20:29:46.613000+10:00,2015-06-10 11:49:37.937422+10:00,24,231,approved,
478,100000,100000,2014-06-05 20:29:46.630000+10:00,2015-06-10 11:49:37.960754+10:00,24,232,approved,
479,100000,100000,2014-06-05 20:29:46.647000+10:00,2015-06-10 11:49:37.978013+10:00,24,233,approved,
480,100000,100000,2014-06-05 20:29:46.670000+10:00,2015-06-10 11:49:37.993295+10:00,24,234,approved,
481,100000,100000,2014-06-05 20:29:46.686000+10:00,2015-06-10 11:49:38.009876+10:00,24,235,approved,
482,100000,100000,2014-06-05 20:29:46.703000+10:00,2015-06-10 11:49:38.026272+10:00,24,236,approved,
484,100000,100000,2014-06-05 20:29:46.740000+10:00,2015-06-10 11:49:38.041974+10:00,24,272,approved,
485,100000,100000,2014-06-05 20:29:46.762000+10:00,2015-06-10 11:49:38.062468+10:00,24,273,approved,
486,100000,100000,2014-06-05 20:29:46.784000+10:00,2015-06-10 11:49:38.083167+10:00,24,274,approved,
487,100000,100000,2014-06-05 20:29:46.803000+10:00,2015-06-10 11:49:38.100998+10:00,24,275,approved,
488,100000,100000,2014-06-05 20:29:46.820000+10:00,2015-06-10 11:49:38.117025+10:00,24,276,approved,
489,100000,100000,2014-06-05 20:29:46.838000+10:00,2015-06-10 11:49:38.132678+10:00,24,277,approved,
490,100000,100000,2014-06-05 20:29:46.855000+10:00,2015-06-10 11:49:38.148941+10:00,24,278,approved,
491,100000,100000,2014-06-05 20:29:46.874000+10:00,2015-06-10 11:49:38.172288+10:00,24,279,approved,
493,100000,100000,2014-06-05 20:29:46.911000+10:00,2015-06-10 11:49:38.211224+10:00,24,281,approved,
494,100000,100000,2014-06-05 20:29:46.934000+10:00,2015-06-10 11:49:38.228137+10:00,24,282,approved,
495,100000,100000,2014-06-05 20:29:46.956000+10:00,2015-06-10 11:49:38.253365+10:00,24,283,approved,
496,100000,100000,2014-06-05 20:29:46.979000+10:00,2015-06-10 11:49:38.270780+10:00,24,284,approved,
497,100000,100000,2014-06-05 20:29:46.997000+10:00,2015-06-10 11:49:38.296479+10:00,24,285,approved,
498,100000,100000,2014-06-05 20:29:47.014000+10:00,2015-06-10 11:49:38.311655+10:00,24,286,approved,
499,100000,100000,2014-06-05 20:29:47.031000+10:00,2015-06-10 11:49:38.331334+10:00,24,287,approved,
500,100000,100000,2014-06-05 20:29:47.054000+10:00,2015-06-10 11:49:38.346133+10:00,24,288,approved,
501,100000,100000,2014-06-05 20:29:47.071000+10:00,2015-06-10 11:49:38.362743+10:00,24,289,approved,
502,100000,100000,2014-06-05 20:29:47.097000+10:00,2015-06-10 11:49:38.377226+10:00,24,290,approved,
503,100000,100000,2014-06-05 20:29:47.123000+10:00,2015-06-10 11:49:38.395157+10:00,24,291,approved,
504,100000,100000,2014-06-05 20:29:47.144000+10:00,2015-06-10 11:49:38.412332+10:00,24,292,approved,
505,100000,100000,2014-06-05 20:29:47.166000+10:00,2015-06-10 11:49:38.431617+10:00,24,293,approved,
506,100000,100000,2014-06-05 20:29:47.188000+10:00,2015-06-10 11:49:38.449243+10:00,24,294,approved,
508,100000,100000,2014-06-05 20:29:47.227000+10:00,2015-06-10 11:49:38.468297+10:00,24,296,approved,
509,100000,100000,2014-06-05 20:29:47.244000+10:00,2015-06-10 11:49:38.483441+10:00,24,297,approved,
510,100000,100000,2014-06-05 20:29:47.262000+10:00,2015-06-10 11:49:38.511824+10:00,24,298,approved,
511,100000,100000,2014-06-05 20:29:47.280000+10:00,2015-06-10 11:49:38.526935+10:00,24,299,approved,
513,100000,100000,2014-06-05 20:29:47.324000+10:00,2015-06-10 11:49:38.551113+10:00,24,301,approved,
514,100000,100000,2014-06-05 20:29:47.341000+10:00,2015-06-10 11:49:38.568143+10:00,24,302,approved,
516,100000,100000,2014-06-05 20:29:47.376000+10:00,2015-06-10 11:49:38.601071+10:00,24,304,approved,
517,100000,100000,2014-06-05 20:29:47.400000+10:00,2015-06-10 11:49:38.618180+10:00,24,305,approved,
518,100000,100000,2014-06-05 20:29:47.418000+10:00,2015-06-10 11:49:38.633260+10:00,24,306,approved,
