document_ptr_id,related_projects,background,aims,outcome,knowledge_transfer,project_tasks,references,methodology,bm_endorsement,involves_plants,no_specimens,hc_endorsement,involves_animals,ae_endorsement,data_management,data_manager_endorsement,operating_budget,operating_budget_external
604,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
606,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
607,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
611,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
612,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
614,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
616,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
617,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
619,"2003-008
"," 

The WATTLE – Acacias of Australia interactive key and information system on CD was published in 2001 jointly by ABRS and CALM in collaboration with a range of participating institutions. It has been widely used throughout Australia and the world for identification of Australian acacias, and is one of the most successful publications of its kind.

 

 

In 2010, the Atlas of Living Australia offered project funding to develop a new, updated edition of WATTLE and to deploy this through the ALA as prime delivery mechanism, perhaps with a CD edition as a secondary format.

 

 

Accordingly, this project has been an update, reappraisal and extension of the original identification tool and information system, with novel aspects derived from its delivery over the internet in an aggregation framework (the ALA) rather than via CD as an integrated, more conventional publication. The project will add all new species described since the original publication, enhance the original publication with corrected and refined coding where necessary, and update the _Flora of Australia_ Online treatment to match the new version.

 
","<ol>
<li>to update and enhance the dataset developed for the WATTLE – Acacias of Australia CD (2001) into a new edition; </li>
<li>to update the Flora of Australia Online treatments of Acacia; </li>
<li>to migrate the final data set from a desktop version (in Lucid3) to a web-based version (IdentifyLife) to enable it to be managed more effectively into the future in a collaborative environment</li>
</ol>","<p>WATTLE is one of the most effective identification tools ever developed for Australian Acacia, the largest genus on the continent. The current edition, while out of date in some respects, is widely used throughout Australia and the world. This new, updated edition will include all new species described since the original publication including new images and updated descriptive content. It will provide for more accurate identifications that the current edition, for all users including DEC staff and consultants working on environmental impact studies.</p>","<p>All members of the research, consultant and broader communities with a need or interest in identifying species of <em>Acacia</em></p>","<ol>
<li>Update the descriptive coded data underlying the interactive key for all existing taxa</li>
<li>Add new taxa described since 2001</li>
<li>Update the nomenclatural records in the <em>Australian Plant Name Index</em> (APNI) to accommodate all the information previously provided in the _Flora of Australia _series, for use in the ALA aggregation service for deployment with the new key</li>
<li>Update the descriptions in the Flora of Australia Online, for use in the ALA aggregation service for deployment with the new key</li>
<li>Source and provide to the new key photographs and line drawings of all species where available</li>
</ol>","<p>Maslin, B.M., Tame, T., Coleman, H., McDonald, M.W., Spokes, T., O’Leary, M., Walsh, N.G., Kodela, P.G &amp; Thiele, K.R. (2001) WATTLE – Acacias of Australia. CD Interactive key (Australian Biological Resources Study, Canberra and Department of Conservation and Land Management, Perth)</p>","<ol>
<li>Migrate all data from the original WATTLE builder files from Lucid2 to Lucid3.5</li>
<li>Update all coding for existing taxa</li>
<li>Add and code new taxa described since 2001</li>
<li>Update descriptions in the Flora of Australia Online to match new coding</li>
<li>Update the <em>Australian Plant Name Index _with nomenclatural content for the second edition of the _Flora of Australia</em> Online treatment on <em>Acacia</em></li>
<li>Source and provide images for all taxa where available</li>
</ol>",required,False,<p>No new voucher specimens will be created as a result of this project</p>,not required,False,not required,"<p>All data during the project phase are maintained on DEC network drives. Nomenclatural data (APNI) and descriptive data (Flora of Australia Online) are edited directly into internet servers in Canberra. Upon completion of the project, the core data will be migrated to the ALA IdentifyLife platform for long-term maintenance, storage and management</p>",,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
620,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
621,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
622,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
626,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
640,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
641,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
685,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
627,," 

There has been a large number of studies of catchment hydrology in the forests of south-west Western Australia and these studies have provided an adequate understanding of hydrologic processes and the impact of forest management on catchment hydrology.  A review of these studies was undertaken as a part of developing the current Forest Management Plan and changes in practice were adopted as a result.  The current practices represent a conservative, precautionary approach to the management of forests to ensure the protection of potable water supplies.  Nevertheless, there have been no catchment studies on the hydrologic impacts of the current silvicultural practices in jarrah forest.

 

Three research catchments in the Yarragil Brook catchment area in the IRZ in the northern jarrah forest are available in which monitoring of groundwater level, stream flow, stream salinity, and salt load is ongoing and for which records good exist for at least the previous ten years.  More limited records exist going back to the mid 1970's.  Unfortunately, the Water and Rivers Commission who were monitoring these catchment, have recently ceased this monitoring.  CALM now undertakes monitoring of hydrologic variables in these catchments.

 

Two of the catchments, 4X and 6C, occur in areas subject to logging in the near future.  This project aims to impose logging treatments in 4X and 6C, to use the third catchment, Wuraming, as a control, and to continue the hydrological monitoring.

 

 

The logging prescription proposed for 4X is the standard prescription for the IRZ.  This is a more conservative prescription than that applied to the high rainfall zone, and includes the retention of at least 30% of the catchment at a basal area of at least 15m2ha-1 for a period of at least 15 years after harvesting the remainder of the catchment.

 

 

The experimental prescription proposed for 6C is less conservative than the standard, i.e. omit the requirement for the retention of 30% of the catchment with a basal area of 15m2ha-1 but still retain the standard stream reserves.

 

 

It is anticipated that the hydrologic response to the standard prescription (in 4X) will be minimal.  The purpose of testing the less conservative treatment proposed for 6C is to promote a greater hydrologic response and therefore to provide more information on which to model forest hydrology and develop improved future practices.

 
","<ol>
<li>To develop an improved understanding of the impacts of timber harvesting in the intermediate rainfall zone of the jarrah forest.</li>
<li>To determine the impacts of the current logging prescription in the intermediate rainfall zone of the jarrah forest on stream salinity.</li>
<li>To provide information that can be used to model the impacts of timber harvesting on forest hydrology and contribute to improved future management practices.</li>
</ol>","<p>The study will provide records of stream flow, salinity, and salt load, and vegetation density, before- and after-treatment which will enable an estimation of changes to the hydrology in relation to changes in vegetation density.</p>",<p>State Forest Resources Business Unit. Internal report to SFRBU on outcomes of project.</p>,"<p><strong>Date</strong></p>
<p><strong>Comments</strong></p>
<p>1/06/1999</p>
<p>Obtain historical hydrological records from Water &amp; Rivers Commission</p>
<p>1/10/1999</p>
<p>Mark out vegetation survey transects</p>
<p>1/01/2000</p>
<p>Pre-logging vegetation surveys 4X &amp; 6C - replace W&amp;RC hydro monitoring equipment with CALM equipment - logging treatments of 4X&amp;6C</p>
<p>1/04/2000</p>
<p>Vegetation survey Wuraming</p>
<p>1/06/2000</p>
<p>Post-logging vegetation surveys 4X&amp;6C</p>
<p>1/01/2001</p>
<p>Analysis of results</p>
<p>1/10/2002</p>
<p>Interim compliance report</p>",,"<p>The study is an experiment.  The dependent variables are annualised streamflow, stream salinity, and salt load.  Design is BACI, i.e., Before, After, Control, Impact, using three experimental catchments with no replication.  Wuraming, 4X, and 6C are long term hydrology research catchments which have been maintained and data collected and archived by CALM and the Water &amp; Rivers Commission.</p>
<p>(i)  Wuraming catchment: Control will remain unlogged for the duration of the study</p>
<p>(ii)  4X catchment: Logged according to the standard phased logging prescription for second order catchments in the intermediate rainfall zone of the jarrah forest.  This prescription specifies that at least 30% of each second order catchment has a retained basal area of &gt;15m2ha-1 for a period of at least 15 years after harvesting the remainder of the catchment.</p>
<p>(iii)  6C catchment: Logged to a less conservative prescription than the standard, by omitting the retention of 30% of the catchment with a basal area of &gt;15m2ha-1.</p>
<p>To assess changes to streamflow in response to the treatment the catchments are calibrated by establishing a regression between the treated catchment and the control for annual streamflow.  Annual values of streamflow are then predicted from the regression post-logging and the response to logging calculated as the difference between observed and predicted.</p>
<p>To assess changes to stream salinity and salt load, each variable is calibrated against streamflow for the pre-logging period for each treated catchment.  The regressions are then used to predict post-logging stream salinity and salt load from predicted streamflow for each catchment.  The response to logging is calculated as the difference between observed and predicted </p>",required,False,,not required,False,not required,"<p>EXCEL spreadsheets, archived on floppy disk, stored at Dwellingup Research Centre</p>",,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
628,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
629,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
631,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
700,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
812,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
813,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
