id,date_created,user_id,comment,manager_slug
312,2014-06-09 15:55:18.681000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
313,2014-06-09 15:56:25.076000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
314,2014-06-09 15:57:17.905000+10:00,5,Changed title and areas.,default
315,2014-06-09 15:58:03.974000+10:00,5,"Changed title, comments and areas.",default
316,2014-06-09 15:58:59.928000+10:00,5,"Changed title, comments and areas.",default
317,2014-06-09 16:00:33.800000+10:00,5,Changed title and areas.,default
318,2014-06-09 16:01:34.078000+10:00,5,"Changed title, comments and areas.",default
320,2014-06-09 16:04:04.315000+10:00,5,Changed title and areas.,default
321,2014-06-09 16:04:53.445000+10:00,5,"Changed title, comments and areas.",default
322,2014-06-09 16:05:39.232000+10:00,5,"Changed title, comments and areas.",default
323,2014-06-09 16:07:22.719000+10:00,5,"Changed title, comments and areas.",default
324,2014-06-09 16:09:10.265000+10:00,5,"Changed title, areas, project_owner, data_custodian and site_custodian.",default
325,2014-06-09 16:09:57.238000+10:00,5,"Changed title, comments and areas.",default
326,2014-06-09 16:11:36.211000+10:00,5,Changed title and areas.,default
327,2014-06-09 16:13:31.561000+10:00,5,Changed title and areas.,default
328,2014-06-09 16:14:18.828000+10:00,5,"Changed title, comments and areas.",default
329,2014-06-09 16:15:42.766000+10:00,5,Changed title and areas.,default
330,2014-06-09 16:16:35.191000+10:00,5,Changed title and areas.,default
331,2014-06-09 16:17:14.801000+10:00,5,Changed title and areas.,default
332,2014-06-09 16:18:07.707000+10:00,5,"Changed title, comments and areas.",default
333,2014-06-09 16:19:51.139000+10:00,5,Changed title and areas.,default
334,2014-06-09 16:21:16.501000+10:00,5,Changed title and areas.,default
335,2014-06-09 16:21:56.157000+10:00,5,"Changed title, comments and areas.",default
336,2014-06-09 16:23:23.155000+10:00,5,"Changed title, comments and areas.",default
337,2014-06-09 16:24:22.684000+10:00,5,"Changed title, comments and areas.",default
338,2014-06-09 16:25:41.818000+10:00,5,"Changed title, comments and areas.",default
339,2014-06-09 16:27:41.371000+10:00,1,Changed northern_extent.,default
340,2014-06-09 16:27:59.367000+10:00,5,"Changed title, comments and areas.",default
341,2014-06-09 16:28:00.513000+10:00,1,Changed name and northern_extent.,default
342,2014-06-09 16:29:10.471000+10:00,5,"Changed title, comments and areas.",default
343,2014-06-09 16:30:17.655000+10:00,5,Changed title and areas.,default
344,2014-06-09 16:31:04.088000+10:00,5,Changed title and areas.,default
345,2014-06-09 16:31:54.685000+10:00,5,"Changed title, comments and areas.",default
346,2014-06-09 16:32:38.450000+10:00,5,"Changed title, comments and areas.",default
347,2014-06-09 16:33:20.231000+10:00,5,"Changed title, comments and areas.",default
348,2014-06-09 16:36:03.546000+10:00,5,"Changed title, comments and areas.",default
349,2014-06-09 16:37:22.563000+10:00,5,"Changed title, comments and areas.",default
350,2014-06-09 16:37:56.679000+10:00,5,Changed title and areas.,default
351,2014-06-09 16:38:33.161000+10:00,5,"Changed title, comments and areas.",default
352,2014-06-09 16:39:10.269000+10:00,5,Changed title and areas.,default
353,2014-06-09 16:40:21.644000+10:00,5,Changed title and areas.,default
354,2014-06-09 16:40:52.183000+10:00,5,"Changed title, comments and areas.",default
355,2014-06-09 16:41:55.634000+10:00,5,Changed title and areas.,default
356,2014-06-09 16:42:50.991000+10:00,5,"Changed title, comments and areas.",default
357,2014-06-09 16:43:28.530000+10:00,5,Changed title and areas.,default
358,2014-06-09 16:44:16.986000+10:00,5,"Changed title, comments and areas.",default
359,2014-06-09 16:45:22.733000+10:00,5,"Changed title, comments and areas.",default
360,2014-06-09 16:45:58.244000+10:00,5,"Changed title, comments and areas.",default
361,2014-06-09 16:46:26.633000+10:00,5,"Changed title, comments and areas.",default
362,2014-06-09 16:46:55.710000+10:00,5,"Changed title, comments and areas.",default
363,2014-06-09 16:47:53.218000+10:00,5,Changed title and areas.,default
364,2014-06-09 16:48:44.795000+10:00,5,"Changed title, comments and areas.",default
365,2014-06-09 16:49:38.357000+10:00,5,"Changed title, comments and areas.",default
366,2014-06-09 16:53:17.383000+10:00,5,Changed title and areas.,default
367,2014-06-09 16:54:23.146000+10:00,5,"Changed title, comments and areas.",default
368,2014-06-09 16:55:10.431000+10:00,5,Changed title and areas.,default
369,2014-06-09 16:55:49.692000+10:00,5,"Changed title, comments and areas.",default
370,2014-06-09 16:56:17.395000+10:00,5,"Changed title, comments and areas.",default
371,2014-06-09 16:57:07.279000+10:00,5,"Changed title, comments and areas.",default
372,2014-06-09 16:58:12.291000+10:00,5,"Changed title, comments and areas.",default
373,2014-06-09 16:58:38.553000+10:00,5,Changed title and areas.,default
374,2014-06-09 16:59:37.298000+10:00,5,Changed title and areas.,default
375,2014-06-09 17:00:33.479000+10:00,5,"Changed title, comments and areas.",default
377,2014-06-09 17:03:05.237000+10:00,5,"Changed title, comments and areas.",default
378,2014-06-09 17:13:36.702000+10:00,5,"Changed title, comments and areas.",default
379,2014-06-09 17:14:28.203000+10:00,5,"Changed title, comments and areas.",default
380,2014-06-09 17:15:20.112000+10:00,5,Changed title and areas.,default
381,2014-06-09 17:16:33.443000+10:00,5,"Changed title, comments and areas.",default
382,2014-06-09 17:17:36.442000+10:00,5,Changed title and areas.,default
383,2014-06-09 17:18:25.106000+10:00,5,Changed title and areas.,default
384,2014-06-09 17:19:25.535000+10:00,5,Changed title and areas.,default
385,2014-06-09 17:21:04.656000+10:00,5,"Changed title, comments and areas.",default
386,2014-06-09 17:21:40.628000+10:00,5,"Changed title, comments and areas.",default
393,2014-06-09 19:20:16.604000+10:00,1,"Changed title, tagline, start_date, end_date, areas, data_custodian and site_custodian.",default
394,2014-06-10 09:50:10.648000+10:00,5,Initial version.,default
420,2014-06-10 16:32:47.275000+10:00,5,Initial version.,default
440,2014-06-10 16:41:55.917000+10:00,5,"Changed title, project_owner, data_custodian and site_custodian.",default
442,2014-06-10 16:42:47.510000+10:00,5,Initial version.,default
443,2014-06-10 16:55:11.307000+10:00,5,Changed title and tagline.,default
530,2014-06-10 17:19:29.156000+10:00,100001,Changed title.,default
536,2014-06-10 17:42:06.529000+10:00,1,Initial version.,default
564,2014-06-10 17:54:49.106000+10:00,12,Changed title and comments.,default
568,2014-06-10 17:56:03.691000+10:00,12,Changed implications.,default
572,2014-06-10 18:10:39.345000+10:00,1,Initial version.,default
581,2014-06-10 19:10:10.857000+10:00,4,Initial version.,default
582,2014-06-10 19:10:26.495000+10:00,4,Changed title.,default
583,2014-06-10 19:29:08.547000+10:00,4,Changed position.,default
584,2014-06-10 19:29:56.749000+10:00,4,Changed position.,default
586,2014-06-11 10:20:01.235000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
587,2014-06-11 10:21:52.297000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
588,2014-06-11 10:23:11.653000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
590,2014-06-11 10:27:16.248000+10:00,5,"Changed title, areas, project_owner, data_custodian and site_custodian.",default
591,2014-06-11 10:29:08.794000+10:00,5,"Changed title, comments, areas, project_owner, data_custodian and site_custodian.",default
592,2014-06-11 10:31:12.321000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
593,2014-06-11 10:33:02.908000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
594,2014-06-11 10:34:40.471000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
595,2014-06-11 10:53:15.536000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
599,2014-06-11 10:58:15.155000+10:00,5,Changed title and comments.,default
600,2014-06-11 11:03:42.546000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
601,2014-06-11 11:05:32.440000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
602,2014-06-11 11:07:45.604000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
603,2014-06-11 11:08:41.789000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
604,2014-06-11 11:10:47.695000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
605,2014-06-11 11:12:27.354000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
23350,2014-11-12 12:11:00.334000+11:00,4,Changed dm.,default
606,2014-06-11 11:13:32.914000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
607,2014-06-11 11:14:29.518000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
609,2014-06-11 11:16:19.144000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
611,2014-06-11 11:26:26.627000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
612,2014-06-11 11:30:10.222000+10:00,5,Changed title and areas.,default
613,2014-06-11 11:31:21.023000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
614,2014-06-11 11:32:35.420000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
615,2014-06-11 11:33:30.787000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
616,2014-06-11 11:34:12.611000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
617,2014-06-11 11:36:40.002000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
618,2014-06-11 11:37:53.912000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
619,2014-06-11 11:39:40.278000+10:00,5,"Changed title, comments, areas, data_custodian and site_custodian.",default
621,2014-06-11 11:41:18.112000+10:00,5,"Changed title, areas, data_custodian and site_custodian.",default
625,2014-06-11 11:52:56.955000+10:00,5,"Changed title, areas, project_owner, data_custodian and site_custodian.",default
626,2014-06-11 13:09:27.552000+10:00,34,Changed time_allocation.,default
627,2014-06-11 13:09:41.894000+10:00,34,Changed time_allocation.,default
664,2014-06-11 13:50:37.262000+10:00,64,Changed aims and progress.,default
671,2014-06-11 13:53:04.634000+10:00,64,Changed progress and implications.,default
726,2014-06-11 15:25:52.491000+10:00,34,Changed progress.,default
798,2014-06-11 15:54:17.807000+10:00,34,Changed progress.,default
800,2014-06-11 16:03:30.632000+10:00,34,Initial version.,default
805,2014-06-11 16:11:12.354000+10:00,34,Changed title and tagline.,default
830,2014-06-11 20:40:12.198000+10:00,6,Changed title.,default
853,2014-06-12 11:30:00.287000+10:00,145,Changed progress_report.,default
896,2014-06-12 11:46:23.223000+10:00,129,Changed background.,default
907,2014-06-12 11:48:04.210000+10:00,145,Changed future.,default
916,2014-06-12 11:49:11.612000+10:00,145,Changed progress_report.,default
929,2014-06-12 11:51:49.443000+10:00,145,Changed progress_report.,default
932,2014-06-12 11:52:45.678000+10:00,145,Changed aims and progress.,default
951,2014-06-12 11:57:54.662000+10:00,129,Changed time_allocation.,default
967,2014-06-12 11:59:55.913000+10:00,27,Changed progress.,default
985,2014-06-12 12:04:59.430000+10:00,145,Changed future.,default
1011,2014-06-12 12:11:42.288000+10:00,145,Changed progress_report.,default
1046,2014-06-12 12:38:51.207000+10:00,145,Initial version.,default
1047,2014-06-12 12:39:21.873000+10:00,145,Initial version.,default
1048,2014-06-12 12:41:40.674000+10:00,145,Initial version.,default
1052,2014-06-12 12:43:57.007000+10:00,145,Changed title and organisation.,default
1057,2014-06-12 13:07:13.842000+10:00,27,Changed progress.,default
1070,2014-06-12 13:17:58.241000+10:00,100004,Initial version.,default
1076,2014-06-12 13:22:52.995000+10:00,100006,Initial version.,default
1077,2014-06-12 13:27:42.359000+10:00,100007,Initial version.,default
1090,2014-06-12 13:38:21.608000+10:00,1,Changed involves_plants.,default
1092,2014-06-12 13:39:25.170000+10:00,1,Initial version.,default
1096,2014-06-12 13:39:40.338000+10:00,145,Changed title and organisation.,default
1102,2014-06-12 13:42:34.104000+10:00,100,Changed context.,default
1103,2014-06-12 13:48:11.716000+10:00,27,Initial version.,default
1107,2014-06-12 14:14:44.589000+10:00,27,Initial version.,default
1162,2014-06-12 17:50:05.445000+10:00,100010,Changed progress_report.,default
1163,2014-06-12 17:50:43.520000+10:00,100010,Initial version.,default
1164,2014-06-12 17:51:29.038000+10:00,100010,Changed time_allocation.,default
1165,2014-06-12 17:51:46.842000+10:00,100010,Changed time_allocation.,default
1166,2014-06-12 17:54:42.358000+10:00,100011,Initial version.,default
1181,2014-06-12 17:58:58.092000+10:00,145,Changed future.,default
1187,2014-06-12 18:05:37.034000+10:00,145,Changed future.,default
1190,2014-06-12 18:09:08.652000+10:00,145,Changed title and comments.,default
1195,2014-06-13 12:05:55.406000+10:00,27,Changed progress.,default
1211,2014-06-13 12:09:33.711000+10:00,27,Changed progress.,default
1225,2014-06-15 03:37:57.143000+10:00,158,Changed progress_report.,default
1274,2014-06-16 11:59:40.800000+10:00,99,Changed future.,default
1287,2014-06-16 12:10:56.439000+10:00,27,Changed implications.,default
1298,2014-06-16 12:14:44.208000+10:00,27,Changed future.,default
1299,2014-06-16 12:43:03.758000+10:00,99,Changed future.,default
1463,2014-06-17 11:07:02.869000+10:00,34,Changed implications.,default
1674,2014-06-17 12:05:57.688000+10:00,86,Changed implications.,default
1727,2014-06-17 12:17:10.859000+10:00,34,Changed progress.,default
1749,2014-06-17 12:20:19.941000+10:00,34,Changed future.,default
1802,2014-06-17 13:49:11.263000+10:00,116,Changed future.,default
1821,2014-06-17 15:08:26.105000+10:00,86,Changed future.,default
1849,2014-06-17 15:15:47.248000+10:00,92,Changed time_allocation.,default
1853,2014-06-17 15:17:12.308000+10:00,92,Changed role.,default
1857,2014-06-17 15:17:52.689000+10:00,92,Initial version.,default
1946,2014-06-17 15:53:55.664000+10:00,116,Initial version.,default
1947,2014-06-17 15:54:14.255000+10:00,116,Changed time_allocation.,default
1948,2014-06-17 15:54:26.329000+10:00,116,Changed time_allocation.,default
1995,2014-06-17 16:07:01.526000+10:00,116,Changed aims.,default
1996,2014-06-17 17:52:45.356000+10:00,48,Initial version.,default
2011,2014-06-17 18:41:57.954000+10:00,48,Changed future.,default
2014,2014-06-17 19:10:44.012000+10:00,48,Changed title and comments.,default
2015,2014-06-17 19:22:08.839000+10:00,48,"Changed title, comments and name.",default
2125,2014-06-18 13:15:09.345000+10:00,17,Changed strategic.,default
2141,2014-06-18 13:17:08.679000+10:00,105,Changed progress.,default
2229,2014-06-18 13:31:56.577000+10:00,17,"Changed title, areas and project_owner.",default
2330,2014-06-18 13:42:26.527000+10:00,54,Changed context.,default
2350,2014-06-18 13:45:52.305000+10:00,47,Changed future.,default
2351,2014-06-18 13:46:03.414000+10:00,17,"Changed title, tagline and comments.",default
2364,2014-06-18 13:51:53.412000+10:00,97,Changed progress and future.,default
2394,2014-06-18 13:58:41.506000+10:00,17,Changed role and position.,default
2439,2014-06-18 14:24:21.998000+10:00,22,Changed progress.,default
2468,2014-06-18 14:34:09.784000+10:00,54,Changed progress.,default
2476,2014-06-18 14:39:07.737000+10:00,22,"Changed title, tagline, data_custodian and name.",default
2488,2014-06-18 14:49:46.640000+10:00,22,Changed title and comments.,default
2565,2014-06-18 15:16:04.888000+10:00,17,Initial version.,default
2647,2014-06-18 15:29:54.382000+10:00,5,Changed operating_budget.,default
2711,2014-06-18 15:46:46.254000+10:00,47,Changed future.,default
2725,2014-06-18 15:51:27.961000+10:00,47,Changed future.,default
2728,2014-06-18 15:52:06.937000+10:00,47,Changed progress_report.,default
2768,2014-06-18 16:11:30.833000+10:00,47,Changed progress_report.,default
2783,2014-06-18 16:18:13.702000+10:00,47,Changed progress.,default
2812,2014-06-18 16:28:43.745000+10:00,47,Changed future.,default
2838,2014-06-18 16:55:23.637000+10:00,22,Changed title and comments.,default
2844,2014-06-18 17:37:44.520000+10:00,142,Changed progress_report.,default
2913,2014-06-18 17:58:13.512000+10:00,92,Changed future.,default
2952,2014-06-18 18:10:08.062000+10:00,17,"Changed title, end_date, areas and name.",default
2969,2014-06-18 18:15:23.476000+10:00,17,"Changed title, end_date and areas.",default
2990,2014-06-18 18:19:20.498000+10:00,22,Changed aims.,default
3089,2014-06-18 22:36:32.775000+10:00,22,Changed aims.,default
3094,2014-06-19 10:42:38.172000+10:00,107,Changed progress.,default
3103,2014-06-19 10:43:37.385000+10:00,27,Changed progress.,default
3107,2014-06-19 10:45:57.505000+10:00,107,Changed progress.,default
3109,2014-06-19 11:34:00.493000+10:00,99,Changed role.,default
3115,2014-06-19 11:39:10.654000+10:00,99,Changed progress.,default
3152,2014-06-19 12:06:54.419000+10:00,99,Changed progress.,default
3217,2014-06-19 13:14:57.179000+10:00,27,Changed implications.,default
3328,2014-06-19 13:52:42.551000+10:00,241,Changed progress.,default
3360,2014-06-19 14:11:42.566000+10:00,241,Changed implications.,default
3392,2014-06-19 15:20:48.931000+10:00,241,Changed implications.,default
3402,2014-06-19 15:28:27.476000+10:00,241,Changed time_allocation.,default
3403,2014-06-19 15:29:02.092000+10:00,241,Changed time_allocation.,default
3404,2014-06-19 15:29:14.442000+10:00,241,Changed time_allocation.,default
3405,2014-06-19 15:29:28.792000+10:00,241,Changed time_allocation.,default
3445,2014-06-19 15:44:25.403000+10:00,29,Changed future.,default
3456,2014-06-19 15:51:47.229000+10:00,29,Changed progress.,default
3493,2014-06-19 16:03:31.027000+10:00,102,Changed future.,default
3546,2014-06-19 16:22:09.869000+10:00,102,Changed future.,default
3557,2014-06-19 16:26:58.328000+10:00,102,Changed implications.,default
3559,2014-06-19 20:16:29.302000+10:00,64,Changed progress_report.,default
3772,2014-06-20 13:39:19.655000+10:00,103,Changed progress.,default
3788,2014-06-20 13:42:16.655000+10:00,93,Changed implications.,default
3849,2014-06-20 14:22:59.659000+10:00,93,"Changed title, tagline and comments.",default
3895,2014-06-20 14:34:49.694000+10:00,5,Changed role.,default
3906,2014-06-20 14:44:57.766000+10:00,1,Initial version.,default
3909,2014-06-20 14:48:51.899000+10:00,1,Changed title and comments.,default
3916,2014-06-20 14:51:36.096000+10:00,1,Changed title and comments.,default
4028,2014-06-20 18:03:32.763000+10:00,22,Changed future.,default
4213,2014-06-20 19:59:59.440000+10:00,51,Changed aims.,default
4214,2014-06-23 11:08:24.085000+10:00,90,Changed role.,default
4460,2014-06-23 14:05:51.146000+10:00,1,Initial version.,default
4475,2014-06-23 14:21:15.387000+10:00,145,Changed progress_report.,default
4481,2014-06-23 14:24:08.024000+10:00,145,Changed title.,default
4782,2014-06-23 18:02:30.081000+10:00,142,Changed progress_report.,default
4799,2014-06-23 18:09:27.953000+10:00,142,Changed implications.,default
4871,2014-06-23 20:41:52.855000+10:00,251,Changed future.,default
5003,2014-06-24 15:39:48.612000+10:00,78,Changed future.,default
5020,2014-06-24 15:51:35.855000+10:00,78,Changed progress.,default
5046,2014-06-24 16:05:00.112000+10:00,78,Changed progress_report.,default
5417,2014-06-25 01:23:31.217000+10:00,158,Changed future.,default
5903,2014-06-25 18:01:59.273000+10:00,139,Changed progress.,default
5960,2014-06-25 18:14:36.129000+10:00,102,Changed progress.,default
6174,2014-06-25 18:47:40.828000+10:00,44,Changed progress.,default
6473,2014-06-26 10:39:41.777000+10:00,64,Changed time_allocation.,default
6475,2014-06-26 10:40:24.401000+10:00,64,Changed time_allocation.,default
6481,2014-06-26 10:43:16.930000+10:00,64,"Changed title, tagline, start_date, end_date and areas.",default
6487,2014-06-26 10:45:46.915000+10:00,64,"Changed title, tagline, start_date, end_date and areas.",default
6495,2014-06-26 10:50:02.370000+10:00,88,Changed progress_report.,default
6496,2014-06-26 10:53:08.453000+10:00,88,Changed time_allocation.,default
6497,2014-06-26 10:53:53.583000+10:00,88,Changed title and comments.,default
6503,2014-06-26 10:56:22.554000+10:00,88,Changed title and comments.,default
6677,2014-06-26 11:32:08.623000+10:00,24,Changed title and areas.,default
6713,2014-06-26 11:44:33.334000+10:00,24,Changed progress_report.,default
6907,2014-06-26 13:49:30.861000+10:00,15,Changed implications.,default
7091,2014-06-26 14:12:29.239000+10:00,60,Changed future.,default
7186,2014-06-26 14:18:23.314000+10:00,60,Changed progress.,default
7345,2014-06-26 14:37:21.255000+10:00,24,Initial version.,default
7354,2014-06-26 14:39:02.975000+10:00,15,Changed future.,default
7363,2014-06-26 14:39:56.448000+10:00,1,Changed title.,default
7373,2014-06-26 14:41:54.371000+10:00,24,Changed title and organisation.,default
7380,2014-06-26 14:42:43.310000+10:00,1,Changed title.,default
7381,2014-06-26 14:43:29.315000+10:00,1,Changed title and project_owner.,default
7382,2014-06-26 14:44:03.495000+10:00,1,Changed title and project_owner.,default
7383,2014-06-26 14:44:05.322000+10:00,24,Initial version.,default
7387,2014-06-26 14:44:43.060000+10:00,1,Initial version.,default
7388,2014-06-26 14:45:08.419000+10:00,1,Initial version.,default
7389,2014-06-26 14:45:39.026000+10:00,1,Changed position.,default
7393,2014-06-26 14:45:58.583000+10:00,24,"Changed title, comments and organisation.",default
7398,2014-06-26 14:47:07.592000+10:00,24,Changed title.,default
7402,2014-06-26 14:48:18.639000+10:00,24,Initial version.,default
7411,2014-06-26 14:49:40.973000+10:00,24,"Changed title, comments and organisation.",default
7414,2014-06-26 14:52:17.942000+10:00,24,Initial version.,default
7419,2014-06-26 14:52:45.496000+10:00,24,"Changed title, comments and level.",default
7420,2014-06-26 14:53:35.324000+10:00,24,Initial version.,default
7449,2014-06-26 14:56:01.176000+10:00,60,Changed future.,default
7450,2014-06-26 14:56:04.211000+10:00,24,"Changed title, comments and organisation.",default
7569,2014-06-26 15:12:18.453000+10:00,15,Changed implications.,default
7658,2014-06-26 15:28:42.596000+10:00,21,Changed progress.,default
7734,2014-06-26 15:48:50.619000+10:00,1,Changed title and comments.,default
7741,2014-06-26 15:49:06.065000+10:00,1,Changed title and comments.,default
7745,2014-06-26 15:49:51.254000+10:00,1,Changed title and comments.,default
7774,2014-06-26 16:06:31.924000+10:00,11,Changed progress.,default
7778,2014-06-26 16:08:55.527000+10:00,11,Changed progress.,default
7946,2014-06-26 17:24:23.790000+10:00,24,Changed title and comments.,default
8165,2014-06-27 12:08:29.830000+10:00,90,Changed progress_report.,default
8195,2014-06-27 12:20:43.606000+10:00,90,Changed progress.,default
8226,2014-06-27 12:41:50.190000+10:00,24,Changed progress_report.,default
8303,2014-06-27 13:05:14.710000+10:00,24,"Changed title, tagline and comments.",default
8308,2014-06-27 13:07:59.063000+10:00,24,Changed title and tagline.,default
8313,2014-06-27 13:36:10.474000+10:00,24,Changed title and comments.,default
8338,2014-06-27 14:14:06.953000+10:00,24,Changed title and comments.,default
8342,2014-06-27 14:15:25.445000+10:00,24,Changed title and comments.,default
8347,2014-06-27 14:17:14.557000+10:00,24,"Changed title, comments and end_date.",default
8351,2014-06-27 14:18:12.319000+10:00,24,Changed title and comments.,default
8356,2014-06-27 14:19:23.348000+10:00,24,Changed title and comments.,default
8361,2014-06-27 14:20:59.602000+10:00,24,Changed title and comments.,default
8365,2014-06-27 14:22:05.558000+10:00,24,"Changed title, comments and end_date.",default
8369,2014-06-27 14:22:56.777000+10:00,24,"Changed title, comments and end_date.",default
8384,2014-06-27 14:40:31.087000+10:00,21,Changed implications.,default
8418,2014-06-27 14:53:37.674000+10:00,100016,"Changed title, comments, data_custodian and site_custodian.",default
8506,2014-06-27 15:05:02.290000+10:00,142,Changed future.,default
8508,2014-06-27 15:12:02.289000+10:00,142,Initial version.,default
8509,2014-06-27 15:13:29.880000+10:00,142,Initial version.,default
8510,2014-06-27 15:13:46.715000+10:00,142,Changed time_allocation.,default
