document_ptr_id,year,progress_report,report_id
1099,2014,"<p>This project aims to: i) determine if a reliable estimate of quokka abundance can be obtained from indicators of activity including scats, tracks and runnels; ii) identify the preferred habitat of quokka in southern forests; iii) determine the mobility and activity patterns of quokka in the southern forests; iv) identify the influence of fire on distribution and abundance of quokka in the southern forests; and v) in collaboration with others determine whether the sub-populations constitute a functional meta-population. Occupancy models were generated from presence/absence data and have identified the density of the near-surface fuel layer, vegetation structure and proximity to a different fuel age as the subset of variables that best predict the probability of occupancy of habitat by quokka. Associated monitoring by cage and camera trapping indicates that feral cats were responsible for almost complete recruitment failure over a four year period due to predation of young immediately after pouch emergence.</p>
<p>Home range and movement patterns have been investigated using 29 collared quokkas and results indicate a mean home range of 71ha (core range 18ha) with movements averaging between 0.4 and 2.4km/night. Largest movements were recorded in summer and autumn and were linked to requirements to forage further afield for water and food during hot dry conditions. Collared animals spent 40% of their time in riparian habitat within a stable home range and emigrating individuals travelled distances of up to 14.2km, using riparian vegetation as corridors. Forest areas with fire treatment and comparable unburnt sites have been examined for quokka abundance and habitat quality pre- and post-fire to determine the effect of fire on habitat use and the time taken for habitat to become re-colonised post-fire. DNA has been provided to staff at Murdoch University, who will be assisting with DNA processing. A paper presenting an effective and efficient survey method for quokka has been published.</p>",1
1103,2014,"<p>The project aims to i) complete a baseline survey of the small terrestrial vertebrates in Perup Nature Reserve; ii) investigate patterns of distribution and abundance of small vertebrates in the southern jarrah forest in relation to habitat; iii) estimate woylie home range size in and outside the Perup Sanctuary; iv) investigate spatial patterns and v) temporal patterns in the distribution of woylies across the Upper Warren Region in relation to habitat.</p>
<p>Progress to date includes the completion of all fieldwork. A report has been completed on the baseline survey of small terrestrial vertebrates and the patterns of distribution and abundance in relation to habitat in the Perup Nature Reserve. Scientific articles relating to broad scale habitat associations of small vertebrates, fine scale vegetation associations of small vertebrates, home range and space use of woylies and spatial and temporal patterns of woylie distribution in the Upper Warren are being submitted for publication.</p>",1
1104,2014,"<p>This project investigated the nesting ecology and post-nesting migration phase of hawksbill turtles in the Northern Territory, using on-ground surveys and satellite telemetry at Groote Eylandt. Specific aspects of the project involved estimating the size of the annual nesting population, determining nesting seasonality, assessing mortality on the beach, mapping inter-nesting habitat and post-nesting migration routes and describing dive behaviour and in-water habitat use.</p>
<p>This project has extended our understanding of hawksbill turtle biology and ecology in the areas of nesting biology, identification and description of critical habitats during the inter-nesting, post-nesting and foraging phases of life history, and understanding migration and diving behaviour. It was confirmed that Groote Eylandt is a nationally significant rookery for hawksbill turtles and previously unidentified foraging habitat in the Gulf of Carpentaria was identified. This project is now completed. One paper has been published and three more are to be submitted.</p>",1
1105,2014,"<p>This project is designed to investigate the resilience of sea turtles in relation to climate change. Sea turtles are reliant on relatively narrow temperature ranges for incubation of eggs and also sex determination of the embryos. Higher or lower temperatures can lead to mortality of the embryos and changes within these ranges can lead to sex biases. Variation within and between turtle species will be determined through gene expression in temperature-sensitive genes. A major objective is to determine if the differential expression of specific genetic markers can be used as proxies for estimating the tolerance of marine turtle embryos to extreme temperatures. More specifically, this project will investigate whether there is phenotypic variation within and between species, and at what pace thermal tolerance may evolve. The work will primarily be undertaken on flatback turtles and loggerhead turtles. Field work for this project has been completed and data is being analysed.</p>",1
1107,2014,"<p>The overall aim of this study is to determine whether periodically fished areas (tabu) can successfully protect locally targeted reef fish assemblages and how the intensity of harvest events impacts on their effectiveness. To do this, a large-scale empirical study will focus on testing variation in the intensity that tabu areas are harvested. Using the results from this study and others in the region, a meta-analysis will be done that will examine whether tabu areas are a successful fisheries management tool that can provide a viable alternative to permanent marine reserves by either maintaining or increasing local fish stocks. This information will assist with the formation of a set of guidelines that provide advice to local communities on how to manage these tabu areas.</p>
<p>Field work on this project is almost completed. A manuscript assessing which survey techniques best detected impacts of harvesting has been submitted for publication. Funding for a workshop on meta-analyses has been secured and will be run in January 2015.</p>",1
1113,2014,"<p>Western Australian salt lake systems have very high rates of endemism within their flora and aquatic invertebrate fauna. This has largely been revealed through morphological taxonomic studies across fairly limited geographic extents. <em>Parartemia</em> brine shrimp are an important component of Western Australian salt lake systems and this endemic genus represents a greater concentration of brine shrimp diversity in Western Australia than anywhere else in the world. Many <em>Parartemia</em> species appear to be restricted in distribution while others are apparently widespread (at least based on morphological identifications), occurring across multiple isolated salt lake systems. This project aims to investigate whether these widespread species represent single genetic lineages (indicating regular dispersal, e.g. by waterbirds, wind-blown eggs or flooding) or a series of spatially restricted ones. The project will also investigate levels of genetic diversity within salt lakes and the levels of connectivity between populations at various scales. This knowledge will contribute to planning for the conservation of salt lake biodiversity by elucidating the spatial scales which are relevant to the conservation of salt lake systems.</p>
<p>Samples of three species of <em>Parartemia</em> from the Esperance region have been collected. Over 100 potential microsatellite loci from <em>P. informis</em> were identified and tested for suitability for population genetic studies of selected species. Amplification of COI and 16S regions of the mtDNA from selected species of <em>Parartemia</em> was tested.</p>
<p>Assessment of mitochondrial and especially microsatellite markers, proved to be difficult for <em>Parartemia</em>. All attempts to amplify microsatellite loci from any of the <em>Parartemia</em> species collected were unsuccessful. One set of 16S primer designed in the study was able to amplify a small number of <em>P. longicaudata</em> from two locations about 340km apart.</p>
<p>Preliminary genetic results and analysis showed that although the specimens were morphologically similar, they had very divergent 16S haplotypes (7.8 - 9% sequence divergence) and formed separate groups in a haplotype network and phylogenetic tree. However, the amount of divergence between specimens from the same site was very small (0.6 - 1.1%). This might indicate that the morphospecies <em>P. longicaudata</em>, might actually comprise two or more cryptic species.</p>",1
1100,2014,"<p>This project aims to investigate the biodiversity and ecological impact of ectoparasites across a range of threatened mammalian hosts in Western Australia. Mammals from diverse environments including islands, south-western forests and semi-arid regions were sampled in different seasons from 2006 to 2010. The ectoparasite fauna from a variety of threatened mammalian species were sampled and in most cases identified to species level using existing keys. A literature review was conducted and new host-parasite lists constructed for animals including woylies and boodies (<em>Bettongia</em> species), <em>Rattus fuscipes</em>, quenda (<em>Isoodon obesulus</em>), golden bandicoot (<em>Isoodon auratus</em>) and common brushtail possum (<em>Trichosurus vulpecula</em>). A putative new species of <em>Ixodes</em> tick found on the woylie was examined using light microscopy and Scanning Electron Microscopy. Ticks and fleas were examined using molecular methods for the presence of Trypanosomes (in an effort to identify the arthropod vector for Trypanosomes found in woylies and other mammals), but none were found.</p>",1
1110,2014,"<p>On-going climate change through the 21st century projects increasingly warmer and drier conditions for Mediterranean type ecosystems (MTEs), creating threats to species persistence in these biodiversity hotspots. For the highly biodiverse kwongan of south-west Australia, this means a climate shifting towards semi-arid conditions, yet how this unique vegetation type will respond to a novel hotter and drier climate is largely unknown. Therefore, this study examined the effects of altered rainfall and temperature on demographic processes of woody kwongan in post-fire (0-3 years since last fire) and mature (12 - 15 years since last fire) stands across a soil depth gradient in the northern sandplains of south-western Australia, seeking to identify the consequences for plant species and functional trait composition. To achieve this, a selection of commonly occurring species (<em>Banksia attenuata</em>, <em>Banksia hookeriana</em>, <em>Melaleuca leuropoma</em> and <em>Beaufortia elegans</em> as primary focal species) were used to form a plant functional trait scheme, with fire-response strategy (resprouter, non-resprouter) as a trait of key interest due to the fire prone nature of MTEs, and leaf type (broad, needle, small), growth form (shrub, subshrub) and seed size (large, medium, small) as traits of interest due to their potential roles in drought and temperature responses. Passive rainout shelters were used to reduce rainfall, and drip irrigation to increase rainfall, by ~30 %. Open top chambers were used to increase temperature, with daytime temperature increased by an average of 2.9&deg;C.</p>
<p>Seedling germination, survival and growth, and adult survival, health, flowering and fruiting were reduced by drought and warming, with increased rainfall producing little change. Greater magnitude of reduction was observed under experimental warming, however experimental drought resulted in greater degree change in functional trait composition. Despite the general higher resistance of adult resprouters, it was non-resprouters that showed potential to become the dominant fire-response strategy in a drier environment, through higher seedling resilience and similar resistance as adults to resprouters. With a decline in survival for both post-fire resprouts and seedlings, resprouters could be at risk of population decline in the long term. Subshrub and small leaf traits were the most successful in drought conditions due to their drought tolerant nature, while broad leaf and shrub traits will likely suffer population decline. In warmer conditions, significant decline in resprouter seedling survival was matched by equally large decline in non-resprouter adult survival, indicating little change in dominance of non-resprouters at the seedling stage and resprouters at the adult stage, and thus little change in their relative abundances. The needle leaf trait was most competitive in warmed conditions performing well relative to other traits both in seedlings and adults. Shallow soil profiles, reflecting lower water availability, negatively affected demographic rates, suggesting decreases in diversity and density on shallow soils as less drought tolerant species retreat to deeper soil profiles with greater water stores.</p>
<p>Results here show potential for large scale change in MTEs in projected warmer and drier climates, through decline in vulnerable functional traits, and thus reduced density of woody species and losses to biodiversity. Further investigation is needed into the combined effect of warming and drought, in addition to impact of altered fire regime, with changes in fire behaviour projected for MTEs as a result of warmer and drier conditions. Investigation that encompasses a broader range of Mediterranean species is also necessary to provide greater accuracy to conclusions drawn here on functional trait responses.</p>",1
1111,2014,"<p>This project assessed changes in biological soil crust cover and function (changes in nutrient dynamics) of gimlet (<em>Eucalyptus salubris</em>) woodlands over a multi-century time-since-fire chronosequence. Biological soil crusts are complex communities of soil inhabited by bacteria, cyanobacteria, algae, fungi, lichen and bryophytes, and are important components of arid ecosystems worldwide. Disturbances such as wildfire may impact on crust composition, cover and function, but it is poorly known what these changes are and over what time scales crust communities recover after fire.</p>
<p>Changes in the composition and cover of biological soil crust communities occurred with time since fire. Lichen richness increased with time since fire, while bryophyte richness remained largely stable. Overall biological soil crust cover declined with time since fire, with a range of mosses contributing high cover in the immediate post-fire period. Like other biota, biological soil crust communities show distinct successional changes with time since fire in gimlet woodlands.</p>",1
1112,2014,"<p>Coral reefs are diverse, complex environments that support a wide array of fish assemblages and associated sea-scapes. Identifying the functional role of fish and understanding how they interact with other species is critical for the effective management and conservation of reef systems. Coral reef meso-predators maintain and regulate ecosystem dynamics, although it is often difficult to identify explicit trophic links between species due to the exceedingly complex nature of marine food webs. Consequently, the function of predators and meso-predators in coral reef ecosystems is often not apparent, and can be difficult to distinguish and define. By expanding our understanding of the functional and trophic role of meso-predators on coral reefs, we can predict not only their response to external factors such as climate change and overfishing, but their contribution to trophodynamics and energy flow in the ecosystem. Using an integrated approach, the project calculated turnover rates of several species of meso-predatory fish at Ningaloo Reef, providing estimates of how important these fish are in local food webs.</p>",1
1138,2014,<p>This project investigated the effect of temperature on turtles at Cape Domett beach in the eastern Kimberley. The major findings of this project included the determination of a pivotal temperature (the incubation temperature at which 50% males and 50% females are produced) for a winter/dry season nesting population of flatback turtles and the development of predictive climate models based on measured and hind-cast data. The results of this work have been submitted for publication in a peer reviewed journal.</p>,1
1268,2014,"<p>Habitat-dependent species may undergo sudden collapse in populations as a result of dramatic declines in habitat availability or quality. At Ningaloo Reef, the marbled parrotfish fish, <em>Leptoscarus vaigiensis</em>, predominantly associates with seaweed habitats, which represent a substantial portion of shallow water benthos, both at Ningaloo and along the tropical WA coast. These seaweed habitats undergo dramatic seasonal changes in structure, and there are likely to be periods when <em>L. vaigiensis</em> experiences low habitat availability. This project will assess how dependent <em>L. vaigiensis</em> is on seaweed for habitat/ diet, and the consequences of seasonal shifts in seaweed on <em>L. vaigiensis</em> population dynamics. The project will improve understanding of factors that influence the distribution and abundance of species that have key functional roles within the extensive seaweed fields along the Western Australian coast. Surveys of fish abundance and seaweed structure were undertaken at 10 sites in summer 2014 and will be repeated in the winter</p>",1
1115,2014,"<p>This project focused on investigating the correlation of the trypanosomes found in the blood of woylies and the overall population decline of the host. Trypanosomes in the blood of the woylie can be grouped into three morphologically distinct trypomastigote forms, encompassing two different species; two phenotypes of <em>Trypanosoma copemani</em> and one form of the smaller, <em>Trypanosoma vegrandis</em> sp. <em>nov</em>. The prevalence of parasitic infections varied among the study sites, with contrasting trypanosome prevalence observed from the two declining indigenous populations within the Upper Warren region in south-west Western Australia. Parasitaemia associated with trypanosome infection in the peripheral blood of the woylie exhibited a temporal decline as the infection progressed, being indicative of the infection transitioning between the acute and chronic phase. <em>Trypanosoma copemani</em> also exhibits a predilection for certain tissues of the host, where they can display <em>Trypanosoma</em> cruzi-like pathology at the time of autopsy. It appears that the chronic intracellular association of trypanosomes with the internal organs of the woylie may be potentially pathogenic and adversely affect the fitness and coordination of the woylie, making them more susceptible to predation, and contributing to the overall decline. Three scientific papers have been published, and one is in preparation.</p>",1
1116,2014,"<p>This project investigates if disease is a significant factor in the declines and lack of recovery of the woylie. Comparisons are made over time of the health and disease of woylies in three varying population management systems - wild, predator-free sanctuary and captive. Sampling from the Perup Sanctuary gives the opportunity to investigate and focus on the role of disease in the absence of introduced predators.</p>
<p>Health testing at these sites has been completed and included haematology, biochemistry, gastrointestinal parasite load, anti-oxidant and vitamin levels, and determination of stress levels using hair, faecal and serum cortisol. Screening for significant marsupial pathogens and diseases has included haemoparasites, toxoplasmosis and selected viruses (Wallal &amp; Warrego orbiviruses and macropodid herpesviruses). Significant progress has been made in the data analysis and writing up phases. Reference ranges for haematology and serum biochemistry are being established, and a journal paper on the findings of herpesvirus screening is underway.</p>",1
1117,2014,"<p>Prior to this study, limited data was available regarding the prevalence of <em>Blastocystis</em> in Australian native fauna. This study determined the prevalence and the genetic diversity of <em>Blastocystis</em> in wild native fauna in the south-west region of Western Australia. As part of this study, four species were examined for <em>Blastocystis</em> and four different genetic groups (subtypes) were found within these populations. Furthermore, a molecular tool was developed to screen samples for <em>Blastocystis</em>, <em>Giardia duodenalis</em> and <em>Cryptosporidium sp.</em> simultaneously. This multiplex PCR was tested against singleplex PCRs and microscopy. We have found this test to be equally sensitive or to have greater sensitivity than the singleplex PCR, and it has greater sensitivity and specificity than microscopy. Data collation and two publications are currently in preparation.</p>",1
1120,2014,"<p>Observed declines in coral cover are the result of environmental stressors, including increased sea surface temperatures, sedimentation, eutrophication, storms and crown-of-thorns starfish outbreaks. These impacts are compounded at a site level through non-extractive recreational activities such as snorkelling, scuba diving and reef walking. Ningaloo Reef provides substantial opportunities for snorkelling and various recreational activities, which comes with the potential for direct physical damage to corals through trampling, fin contact, standing on corals and re-suspension of sediment. This study describes the spatial patterns and behaviour of snorkelers within a high-use site, Oyster Stacks, in Ningaloo Marine Park, using novel integration of GPS and GIS technologies. Fish observations and benthic analysis were also performed to determine substrate impacts from snorkelling activity by comparing high and low trafficked areas. The study concluded that snorkelling activity was not causing substantial ecological disturbance to the shallow water reef at Oyster Stacks. However, a community shift from a more fragile and dense habitat to a more sparse and robust community was noted. Proactive and adaptive management is recommended for Ningaloo Marine Park to help reduce the potential impacts on coral communities from snorkelling activity.</p>",1
